PLAYER,H,POS,TEAM,GP,MIN,POSS,%FGA,%3PA,%FTA,%REB,%AST,%BLKA,%PFD,%PTS,PassesMade/POSS,PassesReceived/POSS,ScreenAssists/POSS,ASTAdj/POSS,TOV/POSS,PTS/POSS,2P%,3P%,FT%,%PTSFT,%RA_FGA,%PT_nonRA_FGA,%MR_FGA,%cns_2FGA,%pullup_2FGA,%Corner3_FGA,%ATB3_FGA,%cns_3PA,%pullup_3PA,2FGM%UAST,3FGM%UAST,%dr_1_2_fga,%dr_3plus_fga,%tch_0_2_fga,%tch_2plus_fga,%trsn_FGA,%iso_FGA,%pnrbh_FGA,%pnrrm_FGA,%postup_FGA,%spotup_FGA,%handoff_FGA,%cuts_FGA,%offscrn_FGA,%putbk_FGA,DRIVES/POSS,drives_PASS%,Avg Sec PerTouch,Avg Drib PerTouch,ElbowTouches/POSS,PostUps/POSS,PaintTouches/POSS,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch,Dist. Miles Off/POSS,Dist. Miles Def/POSS,REB/MIN,ContestedREB%,AVG REBDistance,Box Outs/MIN,STL/MIN,BLK/MIN,Deflections/MIN,Loose BallsRecovered/MIN,ChargesDrawn/MIN,Contested2PT Shots/MIN,Contested3PT Shots/MIN,OppTOV/MIN,OppPF/MIN,OppFTA/MIN,Opp2P%,%opp_RA_FGA,opp_RA_FG%,%opp_PT_nonRA_FGA,opp_PT_nonRA_FG%,%opp_MR_FGA,opp_MR_FG%,Opp3P%,%opp_Corner3_FGA,opp_Corner3_FG%,%opp_ATB3_FGA,opp_ATB3_FG%,%opp_iso_FGA,opp_iso_FG%,%opp_pnrbh_FGA,opp_pnrbh_FG%,%opp_pnrrm_FGA,opp_pnrrm_FG%,%opp_postup_FGA,opp_postup_FG%,%opp_spotup_FGA,opp_spotup_FG%,%opp_handoff_FGA,opp_handoff_FG%,%opp_offscrn_FGA,opp_offscrn_FG%
Saddiq Bey,79.0,F,DET,80,2658,5510,22.4,31.2,21.0,18.2,17.9,18.6,16.9,22.4,0.4706,0.51506,0.00254,0.05172,0.01742,0.23521,45.22,35.01,82.66,15.8,0.21622,0.12973,0.11622,0.02072,0.14054,0.14234,0.38739,0.3964,0.12973,58.2,11.0,26.67,23.15,57.12,42.07,0.15766,0.08739,0.0991,0.02613,0.05315,0.35045,0.05315,0.02523,0.07838,0.04685,0.08167,35.3,2.31,1.37,0.01143,0.01815,0.02305,0.603,0.52,0.732,0.01833,0.01603,0.16441,24.9,7.5,0.03047,0.02746,0.00602,0.0474,0.02257,0.00075,0.06132,0.05192,0.28969,0.39353,0.52784,54.34,0.32967,64.42,0.17773,45.42,0.1232,40.31,36.61,0.09446,42.28,0.2743,34.67,0.01331,30.16,0.02282,39.81,0.00232,27.27,0.01289,49.18,0.04205,41.21,0.00676,43.75,0.00613,41.38
Khem Birch,81.0,C,TOR,53,945,1894,10.6,2.0,17.1,25.8,12.5,12.2,17.3,10.9,0.50581,0.36906,0.05069,0.03432,0.01478,0.12408,51.41,0.0,74.65,22.6,0.44737,0.43158,0.06316,0.15263,0.05789,0.05789,0.0,0.06842,0.0,19.8,0.0,16.84,1.58,90.53,7.89,0.07368,0.0,0.0,0.23158,0.0,0.08421,0.0,0.34211,0.0,0.22632,0.01056,35.0,1.36,0.51,0.0623,0.00528,0.12566,0.492,0.5,0.613,0.02017,0.01705,0.24233,48.7,6.1,0.08466,0.02857,0.02646,0.06138,0.02222,0.00106,0.20423,0.09524,0.31746,0.38624,0.42222,57.58,0.27774,67.86,0.15747,48.03,0.13143,46.7,37.7,0.14383,42.67,0.28766,35.34,0.01302,42.86,0.0,,0.01364,36.36,0.00496,37.5,0.0403,38.46,0.0,,0.0,
Eric Bledsoe,73.0,G,POR,54,1361,2826,19.0,16.6,21.2,14.8,32.8,16.8,27.0,18.0,0.77884,0.82413,0.00814,0.09625,0.04105,0.18896,47.87,31.29,76.07,16.6,0.28419,0.19658,0.17094,0.00641,0.2265,0.04701,0.29701,0.21581,0.0812,69.9,9.8,19.66,48.72,28.42,68.59,0.15812,0.11111,0.27137,0.0,0.0,0.30983,0.04274,0.0235,0.0,0.0,0.17657,46.9,4.59,3.92,0.00672,0.0,0.01062,0.421,0.0,0.433,0.01808,0.01493,0.13373,19.2,9.4,0.01763,0.0507,0.01396,0.07348,0.02719,0.00367,0.07715,0.07715,0.30125,0.3975,0.37766,52.44,0.30305,65.12,0.1899,39.79,0.11707,40.13,32.13,0.09554,34.43,0.29248,31.59,0.0047,41.67,0.05717,45.21,0.00352,33.33,0.00626,56.25,0.05834,38.93,0.01684,39.53,0.00548,21.43
Bogdan Bogdanovic,78.0,G,ATL,61,1784,3685,23.4,35.2,12.3,14.8,20.3,15.5,13.2,21.3,0.45047,0.50068,0.00733,0.06079,0.019,0.24722,52.19,36.65,85.85,10.0,0.13648,0.15748,0.1273,0.03018,0.1706,0.14173,0.43307,0.3622,0.2021,61.7,21.6,23.75,32.41,47.64,52.36,0.1601,0.08136,0.1916,0.01969,0.01181,0.30577,0.08136,0.0,0.11024,0.01575,0.10692,43.1,2.86,2.0,0.00706,0.00326,0.00814,0.769,0.583,0.8,0.01951,0.01604,0.13285,21.1,7.7,0.02522,0.03587,0.00785,0.06614,0.01401,0.0,0.08969,0.1093,0.27859,0.43049,0.3907,53.27,0.28982,65.17,0.17044,44.15,0.14717,40.04,36.35,0.0958,37.54,0.29465,36.31,0.01239,48.78,0.04563,46.36,0.00484,50.0,0.00695,47.83,0.06497,38.6,0.01209,50.0,0.01088,44.44
Bojan Bogdanovic,79.0,F,UTA,68,2099,4314,24.2,26.2,25.1,14.6,12.0,32.1,19.1,24.4,0.35721,0.45781,0.00464,0.03477,0.02712,0.28442,52.32,38.95,85.55,17.9,0.22308,0.21099,0.06374,0.00769,0.12088,0.2022,0.3,0.38791,0.10659,43.5,7.9,26.81,24.95,54.4,45.71,0.20989,0.05165,0.05714,0.02527,0.07143,0.31758,0.03846,0.03297,0.14176,0.03077,0.09736,26.7,2.19,1.41,0.00788,0.02295,0.02388,1.088,0.707,1.058,0.01905,0.01653,0.13768,25.3,7.9,0.02573,0.01525,0.00048,0.02334,0.01525,0.00048,0.06146,0.07527,0.25298,0.42592,0.40257,52.03,0.26227,64.99,0.21801,41.66,0.14755,44.14,35.63,0.08064,39.12,0.28975,34.94,0.01654,46.15,0.01984,53.85,0.00534,28.57,0.00509,45.0,0.0435,40.94,0.01323,38.46,0.00814,53.12
Devin Booker,77.0,G,PHX,67,2307,4862,32.2,31.6,35.7,15.7,24.1,34.9,35.3,31.3,0.38564,0.64356,0.00658,0.07775,0.03311,0.36796,50.76,38.27,86.59,17.3,0.13692,0.2,0.32616,0.03154,0.37993,0.04731,0.28889,0.14409,0.18136,60.3,37.0,30.39,44.52,31.25,67.17,0.19857,0.14194,0.2767,0.00645,0.02007,0.14337,0.06165,0.02581,0.09176,0.01649,0.13081,32.4,4.48,3.65,0.02036,0.01028,0.02242,0.606,0.44,0.771,0.01822,0.0152,0.14651,18.6,8.0,0.02297,0.03338,0.01127,0.05115,0.02861,0.00043,0.08496,0.07932,0.30039,0.38058,0.46424,52.0,0.24124,65.64,0.21802,44.52,0.15022,40.8,33.85,0.0801,35.94,0.3081,33.61,0.01114,37.5,0.04481,39.9,0.00348,33.33,0.00697,50.0,0.0599,36.05,0.01486,40.62,0.01045,35.56
Chris Boucher,81.0,F-C,TOR,78,1638,3285,18.0,18.8,23.8,29.7,2.9,24.6,24.1,19.6,0.39513,0.32116,0.02192,0.00852,0.01279,0.22131,57.82,29.68,76.92,19.3,0.46057,0.0914,0.05735,0.01971,0.04122,0.11649,0.2724,0.36738,0.01971,32.7,1.5,15.05,3.58,86.2,12.72,0.16846,0.0,0.0,0.11649,0.0,0.30287,0.01613,0.13978,0.0,0.20609,0.01248,12.2,1.57,0.47,0.01826,0.00304,0.11142,1.0,0.3,0.962,0.01954,0.01738,0.29426,44.1,4.6,0.02503,0.02991,0.04518,0.05739,0.01832,0.00733,0.20085,0.08791,0.31929,0.41209,0.48779,51.66,0.27786,64.34,0.17701,37.05,0.1213,44.19,32.84,0.13434,34.65,0.28561,31.98,0.01375,35.9,0.01058,26.67,0.00388,45.45,0.00811,43.48,0.06982,38.89,0.00564,43.75,0.0,
Avery Bradley,75.0,G,LAL,62,1406,2953,13.7,21.7,3.2,10.7,6.9,16.4,6.3,12.7,0.33288,0.32171,0.00914,0.01964,0.01287,0.13342,47.14,39.05,88.89,4.1,0.16571,0.09714,0.14,0.02857,0.13429,0.34,0.25714,0.51143,0.08857,36.4,6.1,19.14,12.57,75.43,24.57,0.21714,0.0,0.08,0.04286,0.0,0.40286,0.05429,0.09429,0.04286,0.04,0.02133,42.9,1.63,1.02,0.00643,0.0,0.02845,0.526,0.0,0.69,0.01822,0.01774,0.09673,22.8,9.8,0.03129,0.0377,0.0064,0.06828,0.01707,0.00142,0.05334,0.06472,0.30868,0.36415,0.48009,56.44,0.33815,68.24,0.15111,43.93,0.11207,37.63,34.6,0.08239,36.97,0.3155,34.03,0.00742,42.11,0.06091,45.51,0.00781,45.0,0.00625,75.0,0.04139,43.4,0.01874,41.67,0.0121,45.16
Mikal Bridges,78.0,F,PHX,80,2815,5892,16.2,17.3,13.1,13.3,10.9,13.7,13.7,16.6,0.32077,0.33418,0.00424,0.037,0.01137,0.19416,62.69,37.1,83.01,11.1,0.2695,0.23995,0.12411,0.03428,0.20686,0.21158,0.15485,0.32506,0.03428,24.1,1.7,33.22,12.88,69.27,29.2,0.23168,0.00709,0.05201,0.03901,0.01537,0.40189,0.02837,0.08038,0.08865,0.03664,0.05957,34.5,1.75,1.0,0.02155,0.00238,0.03344,0.866,0.929,0.97,0.01821,0.01733,0.12149,33.7,8.4,0.0167,0.0341,0.01279,0.05968,0.02309,0.00036,0.0881,0.08064,0.31083,0.3865,0.45435,51.73,0.24227,65.19,0.2269,44.71,0.14851,40.49,33.4,0.08031,34.21,0.30086,33.27,0.01134,37.29,0.07205,40.0,0.0048,52.0,0.00538,50.0,0.04476,41.2,0.01499,35.9,0.01595,42.17
Miles Bridges,79.0,F,CHA,78,2781,5862,22.7,20.3,28.2,21.6,18.0,23.8,24.9,23.7,0.52337,0.54879,0.00785,0.05954,0.02542,0.27021,59.18,32.97,80.0,16.7,0.41681,0.15042,0.05126,0.0042,0.06555,0.10924,0.26723,0.23361,0.13025,40.5,17.3,31.51,27.73,46.72,50.92,0.1521,0.10084,0.09244,0.06891,0.03193,0.33529,0.06639,0.05714,0.03109,0.02521,0.14159,34.2,2.35,1.59,0.02252,0.01092,0.04333,0.72,0.438,1.039,0.01897,0.01595,0.19741,30.3,6.5,0.03596,0.02661,0.02337,0.04243,0.02409,0.0,0.1406,0.10967,0.30025,0.3923,0.45523,54.1,0.31178,64.52,0.15753,42.52,0.111,41.04,36.23,0.12239,36.75,0.29691,36.09,0.01834,45.26,0.02529,45.04,0.00483,56.0,0.00792,39.02,0.07278,36.87,0.00521,55.56,0.00792,53.66
Oshae Brissett,79.0,G-F,IND,65,1500,3152,17.2,20.5,20.4,24.9,8.9,17.0,17.9,16.2,0.49429,0.39594,0.00666,0.02475,0.01713,0.17925,46.06,33.78,70.2,18.8,0.38445,0.10714,0.04202,0.01471,0.03992,0.16597,0.29622,0.41597,0.04412,33.3,4.0,26.47,9.03,68.91,31.09,0.17017,0.0,0.03782,0.07143,0.0,0.43908,0.03992,0.10294,0.0,0.08193,0.06504,26.3,1.65,0.78,0.01332,0.00032,0.05171,0.69,2.0,0.663,0.01977,0.01707,0.22867,38.2,5.9,0.028,0.028,0.01933,0.04867,0.02733,0.002,0.09533,0.07733,0.28333,0.418,0.49667,55.21,0.33966,64.77,0.17548,44.49,0.12295,43.92,38.67,0.0861,41.95,0.27508,37.8,0.01532,47.62,0.0208,49.12,0.00474,46.15,0.00949,65.38,0.06494,40.45,0.01313,27.78,0.01167,50.0
Malcolm Brogdon,77.0,G,IND,36,1206,2479,24.5,21.1,31.2,16.1,34.8,31.0,26.8,25.0,0.84026,0.95966,0.00121,0.10569,0.03106,0.27713,51.82,31.18,85.63,20.8,0.36832,0.1326,0.15654,0.00552,0.18785,0.05893,0.28177,0.16206,0.17311,75.1,41.4,17.68,60.59,25.97,74.03,0.14549,0.06262,0.42357,0.0,0.0,0.20258,0.08103,0.0,0.0221,0.02578,0.26583,48.9,4.33,4.06,0.00645,0.00121,0.01452,0.313,0.0,0.75,0.01965,0.01565,0.1534,25.9,8.3,0.00995,0.02488,0.01161,0.04063,0.02488,0.0,0.09204,0.06053,0.24793,0.40796,0.41294,51.74,0.31501,63.81,0.19694,39.82,0.13565,40.86,37.16,0.08247,42.62,0.26859,35.74,0.01397,22.58,0.0658,42.47,0.00406,22.22,0.00901,45.0,0.03515,39.74,0.01667,45.95,0.01307,48.28
Bruce Brown,76.0,G-F,BKN,70,1696,3530,15.5,8.0,16.3,21.5,14.9,21.1,14.9,15.5,0.53003,0.417,0.01813,0.04504,0.01473,0.17224,52.67,39.77,74.79,14.6,0.47193,0.29106,0.05613,0.05405,0.05405,0.12474,0.05613,0.17672,0.00624,26.1,2.9,25.16,13.51,74.84,25.16,0.19543,0.01871,0.04158,0.09563,0.0,0.2869,0.0,0.25364,0.0,0.08524,0.05071,41.9,2.38,1.6,0.03598,0.00085,0.0711,0.559,1.333,0.705,0.01901,0.01691,0.1934,30.5,6.2,0.01651,0.04304,0.02712,0.09316,0.0283,0.0,0.10613,0.09434,0.29127,0.40625,0.49233,52.01,0.31315,62.55,0.16894,41.84,0.11854,38.5,35.95,0.09826,38.39,0.29889,35.42,0.01078,32.35,0.05769,36.26,0.00412,30.77,0.013,39.02,0.05103,34.16,0.01712,31.48,0.01173,37.84
Jaylen Brown,78.0,G-F,BOS,64,2160,4432,30.3,28.0,33.2,19.1,19.6,45.5,31.6,30.1,0.49549,0.63651,0.00226,0.06069,0.03858,0.34273,54.37,36.08,76.21,15.7,0.26842,0.20999,0.15241,0.02456,0.17189,0.07621,0.30821,0.23709,0.1287,53.2,23.8,25.66,37.68,40.14,58.68,0.19983,0.09399,0.15241,0.00931,0.0381,0.28112,0.03641,0.05588,0.09653,0.01863,0.15569,39.9,3.27,2.57,0.02098,0.01918,0.02978,0.806,0.565,1.008,0.01819,0.01573,0.18102,25.3,7.0,0.02639,0.03194,0.00787,0.05231,0.02685,0.00093,0.07963,0.08241,0.29306,0.4125,0.43194,49.48,0.22777,64.91,0.21404,39.32,0.15984,41.09,32.85,0.09241,34.32,0.30395,32.62,0.00599,41.67,0.04496,43.33,0.005,40.0,0.00824,57.58,0.04845,39.18,0.01523,40.98,0.01224,30.61
Jalen Brunson,73.0,G,DAL,77,2477,4940,22.6,12.9,19.2,13.9,30.7,20.7,24.8,22.5,0.78279,0.88421,0.00547,0.09372,0.0249,0.25466,54.48,37.19,84.06,13.8,0.20526,0.31648,0.23559,0.00607,0.32963,0.07482,0.16785,0.16582,0.07887,74.2,18.9,17.59,63.3,23.96,76.04,0.1092,0.1274,0.32963,0.01011,0.02427,0.26694,0.0728,0.0,0.02224,0.0,0.21538,41.5,4.8,4.28,0.00486,0.00607,0.00567,0.583,0.567,0.5,0.02049,0.01621,0.12111,15.3,9.1,0.01574,0.02665,0.00121,0.0323,0.01938,0.00686,0.04199,0.07549,0.26484,0.4239,0.41421,53.34,0.28385,66.8,0.19922,43.51,0.13426,39.18,34.55,0.09904,37.41,0.28111,33.93,0.0064,25.0,0.035,44.44,0.00297,30.77,0.00618,33.33,0.05901,37.21,0.01212,37.74,0.00801,40.0
Reggie Bullock,78.0,G-F,DAL,66,1849,3710,14.9,25.6,6.0,14.3,9.1,11.3,3.0,13.7,0.47951,0.3903,0.00512,0.02642,0.00997,0.15472,56.19,36.29,82.98,6.8,0.09836,0.05533,0.06557,0.02049,0.05533,0.36066,0.42008,0.72131,0.06148,22.0,1.4,15.78,2.66,89.55,10.45,0.20902,0.0,0.02664,0.03893,0.0,0.5,0.05533,0.04508,0.07582,0.02049,0.01348,32.0,1.44,0.39,0.00566,0.0,0.01186,0.381,0.0,0.682,0.01903,0.01722,0.12764,22.0,8.2,0.01352,0.02163,0.00757,0.04543,0.01568,0.0,0.06652,0.04976,0.27204,0.41698,0.42509,52.23,0.29013,65.44,0.20911,42.84,0.13941,38.6,33.36,0.09324,36.39,0.26475,32.79,0.01559,49.02,0.05136,44.64,0.00489,31.25,0.00428,64.29,0.03791,36.29,0.0159,38.46,0.00978,31.25
Alec Burks,78.0,G,NYK,79,2245,4543,17.8,22.8,21.5,17.8,22.8,11.7,24.0,18.6,0.71781,0.67268,0.0033,0.05723,0.01871,0.20427,37.84,40.63,82.31,23.0,0.16573,0.18399,0.11938,0.01826,0.19101,0.12781,0.40309,0.32163,0.20365,57.9,25.3,23.03,38.48,44.94,53.65,0.09129,0.05056,0.3441,0.0,0.01404,0.39888,0.04354,0.01685,0.0,0.01404,0.1072,37.4,3.78,3.1,0.00616,0.00198,0.00836,0.357,0.889,0.5,0.01849,0.01666,0.17105,20.5,7.5,0.00802,0.03697,0.01114,0.05969,0.02494,0.0,0.09488,0.09978,0.26815,0.43964,0.47973,53.88,0.29995,64.58,0.15238,43.93,0.13032,40.47,32.93,0.10041,33.08,0.31491,33.17,0.00913,27.78,0.07125,44.48,0.00507,50.0,0.00583,52.17,0.05578,37.27,0.0104,41.46,0.01141,37.78
Jimmy Butler,79.0,F,MIA,56,1894,3811,24.8,9.1,45.7,19.5,31.5,26.5,36.2,27.5,0.67699,0.79507,0.01128,0.09735,0.0307,0.31462,51.91,23.68,87.13,32.1,0.37241,0.25031,0.2381,0.02564,0.25031,0.06593,0.07082,0.07692,0.05128,62.0,22.2,29.3,40.17,32.97,67.16,0.1514,0.15507,0.20391,0.0293,0.13431,0.12454,0.02076,0.08913,0.01221,0.05617,0.19811,44.8,4.41,3.11,0.02729,0.05064,0.07793,0.692,0.508,0.855,0.01895,0.01682,0.17529,37.3,6.8,0.03273,0.0491,0.01426,0.07867,0.03326,0.00264,0.05808,0.05069,0.3094,0.45882,0.47782,55.15,0.27346,68.19,0.15872,44.2,0.12254,39.95,33.64,0.1294,37.11,0.31431,32.44,0.00717,47.83,0.02931,40.43,0.00312,60.0,0.00748,62.5,0.05114,35.98,0.01497,47.92,0.00904,31.03
Kentavious Caldwell-Pope,77.0,G,WAS,77,2329,4816,19.9,27.8,15.1,12.8,12.0,10.6,16.4,19.4,0.4321,0.44871,0.00748,0.03904,0.02014,0.21138,47.98,38.97,88.96,13.4,0.14234,0.11821,0.24729,0.04584,0.24849,0.18215,0.31001,0.36791,0.11218,38.1,8.8,28.83,22.56,58.99,41.13,0.18335,0.06273,0.10856,0.01689,0.0,0.37998,0.07358,0.03619,0.10615,0.01809,0.05648,34.6,2.37,1.47,0.01329,0.00042,0.01599,0.563,2.0,0.922,0.01908,0.01591,0.11207,19.9,8.7,0.02233,0.03564,0.01116,0.06398,0.02533,0.00043,0.04422,0.04723,0.24732,0.40661,0.46758,52.82,0.27,70.11,0.23395,41.65,0.15581,39.55,36.34,0.07,37.21,0.26837,36.31,0.00884,42.11,0.05977,45.91,0.00395,58.82,0.01047,42.22,0.03814,40.85,0.01302,46.43,0.01163,42.0
Clint Capela,82.0,C,ATL,72,1991,4154,15.5,0.1,18.4,44.6,8.6,19.2,16.7,16.3,0.50072,0.2896,0.06813,0.02696,0.01059,0.18897,61.0,0.0,46.3,9.6,0.82333,0.16981,0.00515,0.0,0.00515,0.0,0.0,0.00172,0.0,22.8,0.0,15.95,0.86,90.05,9.78,0.09434,0.0,0.0,0.27787,0.02744,0.0,0.0,0.2813,0.0,0.28988,0.00409,5.9,1.36,0.27,0.05128,0.00746,0.16948,0.324,0.613,0.95,0.01762,0.01594,0.42692,42.0,4.6,0.10949,0.02712,0.04571,0.04972,0.0226,0.00703,0.28378,0.07132,0.25615,0.40834,0.38674,53.65,0.30067,64.13,0.16565,45.18,0.14461,41.07,37.18,0.098,38.59,0.28948,36.98,0.01598,40.0,0.0024,33.33,0.01598,53.33,0.01358,45.1,0.03941,41.22,0.0,,0.00293,63.64
Wendell Carter Jr.,82.0,F-C,ORL,62,1852,3876,20.6,16.3,25.7,37.2,18.7,19.2,25.9,22.9,0.72859,0.5743,0.0596,0.04979,0.03019,0.2402,61.49,32.71,69.08,15.3,0.37573,0.19883,0.11257,0.07749,0.08772,0.03363,0.27778,0.29532,0.01023,39.1,0.0,25.29,6.73,71.05,28.65,0.14181,0.03655,0.00731,0.2617,0.0848,0.2076,0.0,0.11842,0.0,0.11111,0.04541,23.9,1.75,0.5,0.07534,0.02477,0.10036,0.438,0.469,0.928,0.01757,0.01548,0.34989,40.0,4.9,0.06048,0.01944,0.02322,0.03726,0.01836,0.00054,0.16577,0.08801,0.27862,0.38769,0.44978,51.46,0.26829,61.56,0.1772,41.63,0.1481,44.84,35.95,0.08963,38.03,0.31443,35.61,0.0241,28.05,0.00823,39.29,0.01029,54.29,0.01793,31.15,0.04878,37.95,0.005,58.82,0.00735,28.0
Alex Caruso,77.0,G,CHI,41,1147,2372,12.4,17.5,12.9,14.6,30.2,15.4,19.1,11.6,0.70363,0.59148,0.01054,0.08474,0.02403,0.12816,46.15,33.33,79.45,19.1,0.30469,0.125,0.08203,0.01172,0.11719,0.1875,0.29297,0.40625,0.08984,43.3,7.1,19.92,25.78,60.55,39.84,0.16016,0.0,0.17188,0.0,0.0,0.45312,0.03125,0.08203,0.0,0.04297,0.06914,51.2,3.3,2.67,0.01433,0.00042,0.02487,0.353,0.0,0.797,0.01939,0.01728,0.12903,26.4,8.8,0.01831,0.0619,0.01308,0.12031,0.02354,0.0061,0.08195,0.09154,0.31561,0.42459,0.48126,52.49,0.31516,63.49,0.16258,38.46,0.13757,44.0,33.81,0.08804,39.2,0.29365,32.37,0.01451,31.03,0.06203,45.16,0.0035,57.14,0.0095,63.16,0.05853,37.61,0.01101,31.82,0.01701,35.29
Jordan Clarkson,76.0,G,UTA,77,2090,4284,28.7,33.5,16.6,12.6,20.5,20.1,17.7,25.2,0.37768,0.54622,0.00327,0.05532,0.02918,0.29132,53.74,32.13,82.46,11.2,0.14862,0.26239,0.05505,0.00459,0.09908,0.10826,0.42385,0.27339,0.25413,78.0,32.6,18.17,51.01,36.24,63.76,0.13578,0.10642,0.27798,0.01651,0.0,0.28073,0.04954,0.0,0.08257,0.02202,0.18301,33.5,3.65,3.04,0.00514,0.0028,0.01331,1.091,0.5,0.754,0.0204,0.01629,0.12392,23.2,8.0,0.01244,0.03014,0.00766,0.04545,0.02392,0.0,0.05167,0.09234,0.25359,0.42919,0.41053,51.5,0.25554,65.1,0.20913,41.27,0.14316,41.89,34.51,0.0884,38.05,0.30091,33.88,0.00704,25.93,0.03781,35.86,0.00495,52.63,0.00313,41.67,0.04641,38.76,0.02164,49.4,0.01226,27.66
Amir Coffey,79.0,G-F,LAC,67,1521,3163,16.3,23.0,17.3,13.4,15.4,19.4,15.5,16.9,0.42302,0.42555,0.00443,0.04553,0.01359,0.18463,54.5,36.48,86.09,17.0,0.20946,0.15541,0.08559,0.00901,0.11937,0.17342,0.37387,0.45045,0.07432,42.2,5.6,23.65,22.52,54.73,43.47,0.22973,0.03604,0.15991,0.0,0.0,0.4009,0.07207,0.02477,0.02252,0.01802,0.06165,33.8,2.74,1.64,0.00221,0.00032,0.00696,0.286,0.0,0.818,0.01774,0.01619,0.12097,18.7,8.8,0.01446,0.02498,0.0092,0.04865,0.01512,0.00263,0.07824,0.05062,0.26561,0.39448,0.44839,51.98,0.31232,63.79,0.19888,41.55,0.1173,37.91,35.94,0.08754,34.8,0.28116,36.74,0.01366,35.9,0.04132,41.53,0.0035,30.0,0.00735,47.62,0.04202,37.5,0.0119,41.18,0.00945,33.33
John Collins,81.0,F-C,ATL,54,1663,3423,21.2,15.8,23.0,27.3,11.1,23.0,26.9,22.5,0.59714,0.43734,0.03593,0.03301,0.01753,0.25592,58.76,36.36,79.29,15.3,0.38975,0.18323,0.15373,0.07764,0.07919,0.09627,0.17702,0.26708,0.00466,20.7,1.6,24.53,4.97,75.16,24.69,0.1087,0.01863,0.0,0.18789,0.18634,0.25,0.0,0.11957,0.01553,0.0854,0.03506,30.8,1.58,0.46,0.03067,0.04557,0.08852,0.752,0.622,0.974,0.01899,0.01665,0.25376,41.5,4.4,0.05773,0.01984,0.03367,0.03488,0.01563,0.00842,0.20084,0.11966,0.25256,0.43115,0.38966,52.18,0.28793,62.56,0.16527,43.36,0.13977,40.88,36.79,0.10813,37.91,0.29697,36.63,0.01485,50.0,0.01291,37.5,0.01033,37.5,0.01033,43.75,0.06262,45.36,0.00452,42.86,0.00678,52.38
Mike Conley,73.0,G,UTA,70,1999,4156,21.3,22.9,16.6,11.0,38.0,16.4,18.5,20.4,0.82748,0.94562,0.00457,0.11959,0.02887,0.23075,46.56,41.04,80.77,13.2,0.11895,0.30458,0.05098,0.0,0.13987,0.0902,0.43399,0.16993,0.35294,74.0,47.3,21.83,60.13,26.01,73.86,0.08497,0.06144,0.50719,0.0,0.0,0.18039,0.06013,0.0,0.05752,0.0,0.2038,49.9,4.98,4.6,0.00385,0.0,0.0077,0.0,0.0,0.219,0.01997,0.01593,0.10655,16.0,10.3,0.0095,0.04602,0.01001,0.07054,0.02151,0.0005,0.06353,0.06803,0.25213,0.42471,0.36668,51.04,0.23207,66.27,0.21593,41.19,0.15982,41.95,35.79,0.08046,42.18,0.30733,34.73,0.00821,40.0,0.078,37.89,0.00411,33.33,0.00438,50.0,0.04297,35.03,0.01232,40.0,0.00958,42.86
Pat Connaughton,77.0,G,MIL,63,1647,3486,15.7,25.7,6.9,17.1,9.9,8.2,8.9,16.2,0.41882,0.33104,0.00975,0.02811,0.00947,0.18044,65.57,39.44,82.69,6.8,0.1805,0.04979,0.0249,0.01245,0.0166,0.22822,0.52697,0.71162,0.0249,22.5,4.9,10.58,6.85,84.85,15.15,0.20747,0.0,0.03527,0.06017,0.0,0.47303,0.07261,0.07261,0.04564,0.0,0.03471,51.2,1.57,0.63,0.00516,0.0,0.02209,0.389,0.0,0.857,0.0191,0.01667,0.16151,27.4,7.2,0.04129,0.034,0.00911,0.04675,0.0255,0.00061,0.119,0.14147,0.28112,0.40194,0.42016,54.07,0.25387,66.37,0.16817,44.25,0.12146,42.18,37.98,0.10696,38.25,0.34697,38.07,0.00773,58.33,0.02513,38.46,0.00515,68.75,0.0087,44.44,0.08247,40.23,0.01385,48.84,0.00677,23.81
Robert Covington,79.0,F,LAC,69,1907,3966,14.1,21.3,7.8,22.2,9.5,15.4,9.0,13.4,0.57186,0.33232,0.01614,0.03101,0.01866,0.14801,51.28,37.58,83.33,9.3,0.22016,0.06996,0.03086,0.00617,0.04115,0.1358,0.54321,0.61934,0.04938,35.0,6.5,17.9,6.38,80.45,19.75,0.16049,0.0,0.0,0.04115,0.0,0.58025,0.04115,0.0679,0.0,0.03086,0.03253,34.1,1.65,0.47,0.01336,0.00353,0.02421,0.302,0.0,0.75,0.01826,0.01558,0.19822,28.0,6.0,0.02622,0.05349,0.04772,0.11327,0.02202,0.00157,0.12061,0.10121,0.2989,0.40115,0.42842,52.91,0.2865,63.09,0.18221,44.36,0.12022,41.69,37.71,0.11472,40.4,0.29374,36.88,0.01362,40.43,0.02202,36.84,0.00406,42.86,0.01101,60.53,0.07039,44.03,0.00724,48.0,0.01159,47.5
