Lineups,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,PACE,PIE
".G. Hill, .K. Middleton, .G. Antetokounmpo, .T. Antetokounmpo, .G. Allen",MIL,2,14,97.0,93.9,3.0,57.1,4.0,19.5,0.0,66.7,28.6,0.1,48.3,50.4,109.87,44.0
".H. Barnes, .B. Hield, .D. Jones, .T. Haliburton, .D. Mitchell",SAC,7,14,103.6,80.0,23.6,70.0,3.5,16.7,36.8,68.4,52.6,0.1,39.3,46.7,100.99,66.7
".I. Smith, .K. Oubre Jr., .T. Rozier, .M. Bridges, .P. Washington",CHA,5,14,63.3,116.7,-53.3,75.0,0.86,15.8,13.3,64.3,37.9,0.2,40.9,41.5,103.6,20.2
".J. Anderson, .B. Hield, .O. Brissett, .T. Haliburton, .J. Smith",IND,1,14,125.9,114.8,11.1,75.0,3.0,22.5,33.3,72.7,52.2,0.1,60.4,60.8,92.63,55.2
".J. Anderson, .B. Hield, .O. Brissett, .T. Haliburton, .T. Taylor",IND,3,14,138.7,102.9,35.8,82.4,14.0,30.4,8.3,76.9,44.0,0.0,69.0,70.9,112.08,63.3
".J. Butler, .D. Dedmon, .C. Martin, .G. Vincent, .T. Herro",MIA,4,14,137.5,103.1,34.4,30.8,1.0,9.1,53.3,75.0,64.5,0.1,57.4,64.6,108.83,62.8
".J. Grant, .F. Jackson, .H. Diallo, .I. Stewart, .C. Cunningham",DET,2,14,128.0,59.3,68.7,33.3,2.0,11.4,42.9,78.9,63.6,0.1,52.0,56.1,87.76,85.4
".J. Green, .A. Rivers, .A. Gordon, .M. Morris, .F. Campazzo",DEN,3,14,156.0,140.0,16.0,76.9,3.33,27.0,22.2,50.0,38.1,0.1,79.5,82.1,84.01,57.9
".J. Green, .A. Rivers, .W. Barton, .M. Morris, .Z. Nnaji",DEN,1,14,74.1,117.9,-43.8,50.0,1.0,12.5,7.7,78.6,44.4,0.1,38.1,43.9,91.55,31.5
".J. Holiday, .C. LeVert, .T. Craig, .G. Bitadze, .C. Duarte",IND,2,14,93.3,163.3,-70.0,85.7,0.67,13.6,47.1,60.0,51.9,0.3,38.1,50.7,103.23,7.1
".J. Holiday, .D. Cousins, .K. Middleton, .R. Hood, .P. Connaughton",MIL,5,14,109.4,65.6,43.8,38.5,1.67,12.5,20.0,77.8,51.5,0.1,50.0,56.3,109.45,93.1
".J. Holiday, .D. Cousins, .P. Connaughton, .G. Allen, .J. Nwora",MIL,3,14,96.9,115.2,-18.3,50.0,2.0,13.3,33.3,76.9,50.0,0.1,42.4,45.2,109.6,36.0
".J. Holiday, .T. McConnell, .M. Turner, .D. Sabonis, .M. Brogdon",IND,5,14,102.9,121.9,-18.9,33.3,0.67,10.0,18.2,73.3,50.0,0.2,59.5,64.4,109.68,46.3
".J. Lamb, .M. Turner, .D. Sabonis, .M. Brogdon, .C. Duarte",IND,4,14,137.9,85.7,52.2,56.3,3.0,21.4,36.4,78.6,60.0,0.1,70.4,71.7,94.58,70.7
".J. Parker, .J. Richardson, .J. Tatum, .G. Williams, .P. Pritchard",BOS,2,14,109.7,117.2,-7.6,50.0,1.25,13.2,21.4,78.6,50.0,0.1,54.2,61.8,105.12,37.5
".J. Richardson, .D. Murray, .Z. Collins, .K. Johnson, .D. Vassell",SAS,6,14,117.1,108.6,8.6,53.3,1.6,16.3,35.3,75.0,51.7,0.1,53.2,58.6,118.87,51.9
".J. Tatum, .D. White, .R. Williams III, .G. Williams, .P. Pritchard",BOS,6,14,71.0,67.9,3.1,50.0,1.0,8.3,11.8,78.9,47.2,0.1,30.4,41.5,103.58,70.0
".J. Valanciunas, .T. Satoransky, .D. Graham, .N. Alexander-Walker, .T. Murphy III",NOP,3,14,84.6,85.2,-0.6,50.0,1.0,8.8,29.4,73.3,50.0,0.1,34.1,42.4,93.07,54.0
".K. Anderson, .D. Melton, .B. Clarke, .D. Bane, .Z. Williams",MEM,5,14,103.0,119.4,-16.4,69.2,2.25,20.5,13.3,61.1,39.4,0.1,59.3,59.1,116.95,35.5
".K. Anderson, .J. Jackson Jr., .D. Melton, .J. Morant, .Z. Williams",MEM,8,14,80.6,84.8,-4.2,58.3,1.75,16.3,29.4,58.8,44.1,0.1,44.6,43.3,109.14,56.1
".K. Anderson, .T. Jones, .J. Morant, .X. Tillman Sr., .Z. Williams",MEM,3,14,110.3,96.4,13.9,83.3,10.0,24.4,14.3,50.0,29.2,0.0,51.9,56.7,101.01,55.6
".K. Love, .C. Osman, .J. Allen, .B. Goodwin, .I. Okoro",CLE,6,14,152.0,110.7,41.3,78.6,2.75,28.9,40.0,76.9,66.7,0.2,89.5,91.5,92.12,63.9
".K. Love, .R. Rubio, .C. Osman, .L. Markkanen, .I. Okoro",CLE,4,14,103.6,116.1,-12.6,72.7,2.0,19.5,35.7,61.5,48.1,0.1,54.0,56.0,102.24,44.3
".K. Love, .R. Rubio, .J. Allen, .D. Garland, .I. Okoro",CLE,4,14,137.5,75.0,62.5,76.5,13.0,25.5,33.3,68.4,51.4,0.0,57.4,60.0,100.82,83.7
".K. Love, .R. Rubio, .L. Markkanen, .J. Allen, .D. Garland",CLE,7,14,105.9,109.1,-3.2,58.3,2.33,15.2,27.8,83.3,50.0,0.1,50.0,53.7,114.18,47.6
".K. Lowry, .D. Dedmon, .D. Robinson, .M. Strus, .K. Okpala",MIA,3,14,144.8,110.7,34.1,73.3,2.75,25.0,40.0,81.8,61.9,0.1,78.0,78.5,98.18,61.1
".K. Lowry, .P. Tucker, .D. Dedmon, .G. Vincent, .M. Strus",MIA,5,14,90.3,103.3,-13.0,55.6,0.83,13.2,21.4,84.6,51.9,0.2,45.5,52.2,106.69,42.9
".K. Lowry, .P. Tucker, .J. Butler, .B. Adebayo, .G. Vincent",MIA,4,14,103.0,103.0,0.0,22.2,0.4,4.9,42.9,90.9,64.0,0.2,43.2,56.8,110.98,49.4
".K. Lowry, .V. Oladipo, .B. Adebayo, .M. Strus, .T. Herro",MIA,4,14,169.0,117.2,51.7,66.7,4.0,29.3,0.0,66.7,47.6,0.1,100.0,94.4,101.14,68.9
".K. Oubre Jr., .M. Bridges, .P. Washington, .J. McDaniels, .L. Ball",CHA,7,14,82.4,115.6,-33.3,63.6,1.75,16.3,13.3,73.3,43.3,0.1,50.0,52.3,109.63,43.2
".K. Thompson, .D. Green, .A. Wiggins, .G. Payton II, .J. Poole",GSW,4,14,113.8,100.0,13.8,66.7,4.0,19.5,22.2,76.9,45.2,0.1,51.7,54.4,102.09,47.7
".K. Thompson, .J. Toscano-Anderson, .J. Poole, .J. Kuminga, .M. Moody",GSW,2,14,106.5,80.6,25.8,53.8,1.17,16.3,31.3,76.5,54.5,0.2,59.6,57.6,105.28,69.0
".K. Towns, .J. Vanderbilt, .J. McLaughlin, .A. Edwards, .J. McDaniels",MIN,7,14,107.4,81.3,26.2,70.0,1.75,17.9,33.3,76.5,56.3,0.1,50.0,53.5,101.91,56.0
".K. Towns, .T. Prince, .J. McLaughlin, .A. Edwards, .J. McDaniels",MIN,6,14,87.1,93.9,-6.8,90.0,2.25,21.4,11.8,100.0,50.0,0.1,44.4,47.7,111.98,41.7
".K. Towns, .T. Prince, .J. McLaughlin, .J. Nowell, .A. Edwards",MIN,5,14,121.4,134.5,-13.1,53.8,7.0,18.4,27.3,50.0,38.1,0.0,62.5,63.8,97.9,48.2
".K. Towns, .T. Prince, .J. Vanderbilt, .A. Edwards, .L. Bolmaro",MIN,3,14,110.3,125.0,-14.7,28.6,2.0,11.1,23.1,42.9,33.3,0.1,53.7,54.8,98.89,49.6
".L. Aldridge, .K. Durant, .J. Harden, .J. Harris, .B. Brown",BKN,4,14,81.8,91.2,-9.4,40.0,0.67,9.8,23.5,77.8,51.4,0.2,42.0,46.6,118.31,55.4
".L. James, .C. Anthony, .D. Howard, .R. Westbrook, .A. Reaves",LAL,3,14,93.1,89.7,3.4,58.3,1.75,18.4,14.3,66.7,41.4,0.1,54.0,53.1,101.36,51.7
".L. James, .C. Anthony, .R. Westbrook, .W. Ellington, .A. Reaves",LAL,4,14,100.0,105.9,-5.9,70.0,1.17,17.5,7.7,61.1,38.7,0.2,52.3,60.6,109.49,46.5
".L. James, .D. Howard, .R. Westbrook, .A. Bradley, .A. Davis",LAL,2,14,128.1,112.1,16.0,68.8,1.57,24.4,22.2,91.7,61.9,0.2,72.0,71.9,109.47,56.3
".L. James, .D. Howard, .R. Westbrook, .A. Davis, .T. Horton-Tucker",LAL,2,14,84.6,144.4,-59.8,87.5,1.75,18.4,31.3,88.9,52.0,0.2,39.6,42.0,91.18,26.3
".L. James, .R. Westbrook, .A. Davis, .M. Monk, .T. Horton-Tucker",LAL,5,14,100.0,121.4,-21.4,80.0,4.0,18.6,23.5,56.3,39.4,0.1,50.0,54.8,103.07,46.4
".L. Stephenson, .B. Hield, .J. Smith, .D. Washington Jr., .T. Taylor",IND,4,14,93.8,139.3,-45.5,53.8,1.75,17.1,23.1,75.0,48.0,0.1,53.8,54.0,105.51,37.1
".M. Conley, .B. Bogdanovic, .R. Gobert, .J. Clarkson, .R. O'Neale",UTA,7,14,133.3,90.6,42.7,71.4,2.0,22.2,50.0,90.0,68.2,0.2,61.5,67.8,108.98,67.5
".M. Conley, .R. Gobert, .R. O'Neale, .D. Mitchell, .E. Paschall",UTA,1,14,111.1,146.2,-35.0,38.5,2.5,13.5,35.7,87.5,54.5,0.1,53.7,54.7,88.03,36.2
".M. Harrell, .K. Oubre Jr., .T. Rozier, .M. Bridges, .J. Thor",CHA,4,14,123.3,112.9,10.4,66.7,2.67,19.5,27.3,73.7,56.7,0.1,65.9,70.1,104.72,59.3
".M. Muscala, .K. Williams, .T. Jerome, .A. Pokusevski, .J. Giddey",OKC,4,14,119.2,84.6,34.6,72.7,2.0,20.5,35.7,90.0,58.3,0.2,56.0,58.9,91.65,56.3
".M. Plumlee, .K. Oubre Jr., .C. Martin, .J. McDaniels, .L. Ball",CHA,7,14,97.1,91.2,5.9,69.2,1.29,18.8,35.7,90.9,60.0,0.2,55.8,55.9,113.28,51.7
".M. Plumlee, .K. Oubre Jr., .T. Rozier, .C. Martin, .P. Washington",CHA,4,14,130.0,85.2,44.8,53.8,0.0,17.5,17.6,68.8,42.4,0.0,59.6,60.6,98.42,75.5
".M. Plumlee, .K. Oubre Jr., .T. Rozier, .M. Bridges, .J. McDaniels",CHA,4,14,103.6,106.7,-3.1,50.0,1.2,14.6,43.8,60.0,51.6,0.2,46.4,49.5,100.26,49.6
".N. Batum, .E. Bledsoe, .I. Zubac, .A. Coffey, .T. Mann",LAC,5,14,106.5,86.7,19.8,81.8,2.25,20.9,17.6,66.7,40.6,0.1,53.7,56.5,102.7,57.0
".N. Batum, .R. Jackson, .I. Zubac, .L. Kennard, .T. Mann",LAC,8,14,127.3,131.0,-3.8,76.9,3.33,22.2,16.7,71.4,46.2,0.1,72.9,73.9,103.45,53.9
".N. Claxton, .D. Sharpe, .K. Edwards, .C. Thomas, .D. Duke Jr.",BKN,2,14,111.8,111.8,0.0,57.1,2.0,17.0,29.4,93.3,59.4,0.1,51.7,56.1,112.94,48.4
".N. Vucevic, .T. Brown Jr., .M. Thomas, .A. Dosunmu, .M. Hill",CHI,4,14,90.6,106.1,-15.4,72.7,1.6,17.8,33.3,100.0,62.5,0.2,43.1,46.5,108.67,42.6
".N. Vucevic, .Z. LaVine, .A. Caruso, .T. Brown Jr., .J. Green",CHI,6,14,118.5,76.7,41.9,61.5,2.0,20.5,30.8,75.0,55.2,0.1,61.5,61.5,98.06,66.4
".N. Vucevic, .Z. LaVine, .T. Brown Jr., .M. Thomas, .A. Dosunmu",CHI,5,14,113.3,96.8,16.6,60.0,2.25,22.5,10.0,78.6,50.0,0.1,68.0,68.0,106.73,56.2
".P. Millsap, .J. Harden, .J. Johnson, .P. Mills, .J. Carter",BKN,5,14,127.6,107.4,20.2,80.0,2.67,18.6,40.0,60.0,51.4,0.1,52.1,60.5,99.43,63.9
".P. Siakam, .F. VanVleet, .C. Boucher, .G. Trent Jr., .Y. Watanabe",TOR,5,14,137.9,125.0,12.9,81.3,6.5,28.9,33.3,70.0,52.6,0.1,74.0,74.7,98.18,59.0
".P. Siakam, .F. VanVleet, .G. Trent Jr., .J. Champagnie, .S. Barnes",TOR,3,14,151.7,106.9,44.8,68.8,11.0,22.4,50.0,75.0,61.8,0.0,62.5,62.7,98.72,65.7
".R. Bullock, .M. Chriss, .D. Finney-Smith, .L. Doncic, .J. Green",DAL,4,14,141.4,103.4,37.9,81.3,4.33,28.3,33.3,69.2,52.0,0.1,69.2,71.6,100.14,68.2
".R. Gay, .J. Clarkson, .J. Ingles, .R. O'Neale, .D. Mitchell",UTA,5,14,121.4,86.7,34.8,61.5,2.67,20.0,35.7,75.0,58.8,0.1,59.3,61.0,102.72,64.2
".R. Gay, .J. Clarkson, .R. O'Neale, .D. Mitchell, .T. Forrest",UTA,1,14,124.0,103.8,20.2,46.2,6.0,16.2,35.3,64.3,48.4,0.0,51.7,51.9,86.02,55.8
".R. Gay, .M. Conley, .R. Gobert, .R. O'Neale, .D. Mitchell",UTA,3,14,100.0,73.3,26.7,80.0,1.6,18.2,35.3,87.5,60.6,0.2,44.4,50.6,103.61,70.3
".R. Lopez, .T. Ross, .C. Okeke, .R. Hampton, .F. Wagner",ORL,2,14,93.1,114.3,-21.2,62.5,5.0,12.5,27.3,69.2,42.9,0.0,32.8,40.4,95.55,35.7
".R. Rondo, .K. Love, .C. Osman, .D. Garland, .E. Mobley",CLE,5,14,106.5,103.1,3.3,90.0,1.5,21.4,18.2,64.7,46.4,0.2,60.0,65.3,108.82,51.2
".R. Rondo, .K. Love, .C. Osman, .D. Windler, .E. Mobley",CLE,3,14,74.2,86.7,-12.5,80.0,1.6,17.8,28.6,66.7,48.9,0.2,37.5,37.0,102.26,43.2
".R. Rondo, .K. Love, .C. Osman, .I. Okoro, .E. Mobley",CLE,7,14,83.3,100.0,-16.7,80.0,1.6,18.2,47.4,61.1,54.1,0.2,39.3,41.4,106.33,45.5
".R. Rondo, .K. Love, .C. Osman, .J. Allen, .I. Okoro",CLE,4,14,135.7,100.0,35.7,64.3,4.5,23.1,18.2,76.9,50.0,0.1,69.6,69.3,97.18,73.7
".S. Adams, .D. Brooks, .J. Jackson Jr., .J. Morant, .Z. Williams",MEM,1,14,110.0,63.3,46.7,53.3,2.67,17.8,41.2,94.1,67.6,0.1,50.0,50.9,104.73,75.7
".S. Adams, .D. Melton, .J. Morant, .K. Tillie, .Z. Williams",MEM,3,14,124.1,75.9,48.3,61.5,2.0,19.5,36.4,100.0,72.0,0.1,63.0,65.7,100.87,77.8
".S. Adams, .T. Jones, .J. Jackson Jr., .D. Melton, .J. Konchar",MEM,5,14,116.7,103.3,13.3,42.9,1.0,14.3,58.3,50.0,53.3,0.2,55.8,60.2,100.58,64.9
".S. Curry, .J. Embiid, .S. Milton, .T. Maxey, .P. Reed",PHI,1,14,85.7,107.4,-21.7,63.6,1.0,18.4,27.3,80.0,57.7,0.3,50.0,52.4,96.94,46.0
".S. Curry, .K. Thompson, .A. Wiggins, .K. Looney, .J. Toscano-Anderson",GSW,3,14,114.3,100.0,14.3,38.5,0.71,13.2,45.5,78.6,64.0,0.3,58.3,62.1,94.17,52.5
".S. Curry, .N. Bjelica, .A. Wiggins, .J. Poole, .J. Kuminga",GSW,6,14,96.7,141.4,-44.7,50.0,1.5,15.8,16.7,58.3,37.5,0.1,56.5,58.6,102.73,31.1
".S. Curry, .N. Bjelica, .G. Payton II, .D. Lee, .J. Toscano-Anderson",GSW,4,14,123.5,97.1,26.5,47.1,2.67,18.2,15.4,78.6,48.1,0.1,65.0,67.0,113.64,62.6
".S. Ibaka, .E. Bledsoe, .L. Kennard, .I. Hartenstein, .T. Mann",LAC,2,14,117.9,125.0,-7.1,81.8,1.29,23.7,12.5,75.0,54.2,0.3,68.4,74.7,96.11,51.2
".T. Gibson, .A. Burks, .M. Robinson, .I. Quickley, .M. McBride",NYK,2,14,152.0,88.9,63.1,42.9,3.0,14.3,61.1,70.0,64.3,0.1,53.1,56.3,89.69,69.2
".T. Hardaway Jr., .K. Porzingis, .D. Finney-Smith, .M. Kleber, .J. Brunson",DAL,3,14,115.4,103.8,11.5,66.7,2.67,20.5,38.5,78.6,59.3,0.1,56.0,58.0,91.54,54.6
".T. Harris, .A. Drummond, .S. Curry, .F. Korkmaz, .T. Maxey",PHI,6,14,79.3,156.0,-76.7,33.3,3.0,8.6,18.8,54.5,33.3,0.0,42.0,43.7,94.7,21.1
".T. Jones, .D. Brooks, .J. Jackson Jr., .B. Clarke, .D. Bane",MEM,4,14,103.4,77.8,25.7,60.0,1.0,14.6,37.5,81.3,59.4,0.2,50.0,54.0,97.66,55.4
".T. Jones, .D. Brooks, .J. Jackson Jr., .D. Melton, .B. Clarke",MEM,2,14,126.7,90.3,36.3,60.0,2.25,20.0,37.5,65.0,52.8,0.1,58.3,59.8,104.82,68.5
".T. Ross, .M. Mulder, .M. Wagner, .C. Okeke, .R. Hampton",ORL,3,14,103.7,155.6,-51.9,70.0,1.17,20.0,11.1,80.0,47.4,0.2,63.9,66.4,96.0,35.3
".T. Young, .B. Forbes, .L. Walker IV, .D. Vassell, .T. Jones",SAS,5,14,76.7,103.3,-26.7,90.0,9.0,22.0,16.7,75.0,40.0,0.0,40.7,40.6,102.37,36.6
".T. Young, .D. McDermott, .D. Murray, .K. Johnson, .D. Vassell",SAS,5,14,132.3,100.0,32.3,64.7,3.67,23.9,26.7,78.6,51.7,0.1,64.5,64.3,107.54,54.1
".T. Young, .D. Murray, .B. Forbes, .L. Walker IV, .K. Johnson",SAS,4,14,157.1,125.9,31.2,61.1,11.0,24.4,54.5,100.0,75.0,0.0,72.4,73.6,96.35,60.9
".T. Young, .D. White, .K. Johnson, .D. Vassell, .T. Jones",SAS,3,14,89.7,110.7,-21.1,100.0,1.29,23.1,9.1,91.7,52.2,0.2,57.5,61.0,95.11,44.0
".W. Barton, .A. Gordon, .N. Jokic, .Z. Nnaji, .F. Campazzo",DEN,3,14,96.7,124.1,-27.5,58.3,1.17,17.5,25.0,66.7,48.1,0.2,56.5,56.6,101.83,36.4
".W. Barton, .J. Green, .D. Reed, .Z. Nnaji, .F. Campazzo",DEN,2,14,71.4,96.8,-25.3,50.0,4.0,10.3,28.0,75.0,46.3,0.0,29.7,30.4,100.77,27.0
".W. Hernangomez, .T. Wallace, .N. Marshall, .T. Murphy III, .J. Alvarado",NOP,4,14,84.8,75.8,9.1,44.4,1.33,9.5,27.8,78.6,50.0,0.1,35.2,44.0,111.77,54.4
".A. Burks, .E. Fournier, .N. Noel, .J. Randle, .I. Quickley",NYK,4,13,86.7,120.7,-34.0,57.1,2.0,10.5,28.6,61.5,44.4,0.1,40.5,50.3,110.15,42.9
".A. Burks, .R. Barrett, .O. Toppin, .I. Quickley, .J. Sims",NYK,5,13,74.1,111.1,-37.0,80.0,1.33,10.8,33.3,71.4,50.0,0.1,26.2,37.4,98.68,18.5
".A. Horford, .J. Brown, .J. Tatum, .R. Williams III, .P. Pritchard",BOS,6,13,122.2,91.7,30.6,20.0,2.0,5.6,50.0,61.1,55.9,0.0,46.2,54.3,97.62,73.1
".A. Horford, .M. Smart, .J. Brown, .R. Williams III, .G. Williams",BOS,1,13,111.5,140.0,-28.5,50.0,1.2,15.0,53.3,64.3,58.6,0.2,48.1,51.4,96.89,36.9
".A. Horford, .M. Smart, .J. Tatum, .R. Williams III, .G. Williams",BOS,1,13,175.0,116.0,59.0,70.6,0.0,30.0,44.4,53.8,50.0,0.0,76.9,78.1,88.09,72.1
".A. Wiggins, .K. Looney, .G. Payton II, .J. Poole, .J. Kuminga",GSW,5,13,119.2,100.0,19.2,55.6,1.67,13.9,38.5,71.4,58.8,0.1,45.5,57.7,102.6,61.6
".B. Adebayo, .C. Martin, .D. Robinson, .G. Vincent, .T. Herro",MIA,6,13,113.3,123.3,-10.0,92.9,3.25,28.9,20.0,58.3,40.9,0.1,66.7,68.3,108.41,51.4
".B. Beal, .R. Neto, .K. Kuzma, .D. Gafford, .C. Kispert",WAS,3,13,76.0,104.0,-28.0,100.0,2.33,21.2,8.3,90.9,47.8,0.1,44.7,44.8,92.95,38.0
".B. Griffin, .P. Mills, .D. Bembry, .B. Brown, .K. Edwards",BKN,2,13,53.6,148.0,-94.4,71.4,0.71,13.2,29.4,64.3,45.2,0.3,31.3,31.3,98.86,2.0
".B. Griffin, .P. Mills, .K. Irving, .D. Bembry, .K. Edwards",BKN,4,13,122.6,106.5,16.1,69.2,9.0,18.4,42.9,86.7,61.1,0.0,48.5,51.9,114.46,53.8
".B. Hield, .O. Brissett, .T. Haliburton, .I. Jackson, .D. Washington Jr.",IND,7,13,100.0,80.6,19.4,60.0,0.75,13.6,46.2,80.0,66.7,0.3,52.4,59.9,116.67,70.5
".B. Hield, .T. Haliburton, .J. Smith, .C. Duarte, .I. Jackson",IND,4,13,58.6,103.4,-44.8,66.7,0.8,11.1,17.6,66.7,42.9,0.2,31.8,35.8,103.49,23.6
".B. Ingram, .D. Graham, .J. Hayes, .H. Jones, .T. Murphy III",NOP,4,13,112.0,108.0,4.0,55.6,1.67,14.7,33.3,58.3,45.8,0.1,50.0,57.1,95.24,47.4
".B. McLemore, .D. Eubanks, .B. Williams, .G. Brown III, .K. Johnson",POR,3,13,117.9,148.3,-30.4,41.7,1.67,13.9,30.8,70.0,47.8,0.1,58.3,59.0,105.1,30.2
".B. McLemore, .K. Dunn, .D. Eubanks, .G. Brown III, .K. Johnson",POR,3,13,107.4,146.2,-38.7,66.7,1.5,16.2,41.7,33.3,37.0,0.1,45.2,55.2,96.95,37.4
".B. McLemore, .R. Covington, .N. Powell, .A. Simons, .T. Watford",POR,6,13,128.6,116.7,11.9,66.7,8.0,21.6,9.1,60.0,33.3,0.0,65.2,70.2,106.61,51.7
".B. Wanamaker, .B. Beal, .K. Caldwell-Pope, .K. Kuzma, .D. Gafford",WAS,1,13,125.0,103.6,21.4,73.3,2.2,26.8,22.2,92.3,63.6,0.2,71.7,72.0,103.25,67.4
".B. Wanamaker, .J. Holiday, .D. Sabonis, .C. LeVert, .T. Craig",IND,3,13,80.8,71.4,9.3,70.0,1.0,18.4,38.5,88.2,66.7,0.3,45.5,45.9,98.83,48.0
".C. Anthony, .R. Westbrook, .D. Collison, .S. Johnson, .T. Horton-Tucker",LAL,2,13,81.3,116.1,-34.9,45.5,0.83,12.8,17.6,64.7,41.2,0.2,50.0,47.0,116.61,23.8
".C. Anthony, .R. Westbrook, .D. Jordan, .W. Ellington, .A. Bradley",LAL,3,13,114.3,122.2,-7.9,62.5,5.0,13.9,18.8,66.7,41.9,0.0,45.5,55.9,101.02,44.5
".C. Capela, .B. Bogdanovic, .D. Wright, .T. Young, .D. Hunter",ATL,6,13,86.7,113.8,-27.1,37.5,1.5,7.9,29.4,83.3,51.7,0.1,35.4,45.1,106.87,40.2
".C. Capela, .B. Bogdanovic, .T. Young, .C. Reddish, .D. Hunter",ATL,3,13,92.6,150.0,-57.4,60.0,2.0,15.4,33.3,33.3,33.3,0.1,40.7,43.5,98.34,22.3
".C. Joseph, .K. Olynyk, .T. Lyles, .J. Jackson, .S. Bey",DET,5,13,128.0,133.3,-5.3,63.6,2.33,18.4,40.0,66.7,50.0,0.1,50.0,53.6,90.53,45.4
".C. Martin, .G. Vincent, .M. Strus, .T. Herro, .O. Yurtseven",MIA,4,13,81.5,96.7,-15.2,87.5,1.75,18.4,25.0,75.0,46.4,0.1,43.2,44.6,101.46,37.4
".D. Bertans, .R. Neto, .M. Harrell, .A. Holiday, .D. Avdija",WAS,5,13,80.8,103.4,-22.7,50.0,1.0,12.9,8.3,58.8,37.9,0.2,47.5,49.2,102.47,36.6
".D. Cousins, .J. Green, .B. Forbes, .Z. Nnaji, .F. Campazzo",DEN,1,13,65.5,63.3,2.2,83.3,0.5,13.9,25.0,92.3,60.0,0.3,41.7,48.1,109.06,49.0
".D. DeRozan, .D. Jones Jr., .A. Caruso, .L. Ball, .T. Bradley",CHI,5,13,140.0,86.7,53.3,35.7,1.67,13.5,30.0,71.4,54.2,0.1,62.5,71.7,106.82,82.8
".D. DeRozan, .N. Vucevic, .Z. LaVine, .L. Ball, .A. Dosunmu",CHI,5,13,90.9,106.7,-15.8,45.5,0.71,12.5,16.7,72.7,43.5,0.2,54.3,58.5,113.94,35.1
".D. DeRozan, .T. Bradley, .T. Brown Jr., .C. White, .A. Dosunmu",CHI,5,13,100.0,93.3,6.7,76.9,1.67,21.3,37.5,68.2,55.3,0.2,51.8,52.9,115.88,54.5
".D. Favors, .S. Gilgeous-Alexander, .K. Williams, .L. Dort, .T. Mann",OKC,3,13,96.3,96.3,0.0,62.5,2.5,12.8,41.2,66.7,53.1,0.1,38.0,44.9,100.99,60.0
".D. Gallinari, .B. Bogdanovic, .J. Collins, .T. Young, .C. Reddish",ATL,5,13,122.6,113.3,9.2,90.9,5.0,22.7,25.0,78.6,53.8,0.1,54.3,62.3,108.58,56.6
".D. Gallinari, .B. Bogdanovic, .T. Young, .D. Hunter, .O. Okongwu",ATL,9,13,103.4,96.9,6.6,60.0,0.86,17.1,0.0,75.0,47.4,0.2,70.6,76.4,114.29,53.4
".D. Gallinari, .C. Capela, .D. Wright, .K. Huerter, .D. Hunter",ATL,1,13,111.1,103.4,7.7,63.6,1.75,18.9,23.1,75.0,48.0,0.1,56.3,58.2,104.32,48.6
".D. Green, .A. Drummond, .G. Niang, .T. Maxey, .I. Joe",PHI,2,13,126.1,87.0,39.1,63.6,2.33,20.6,50.0,66.7,60.9,0.1,65.8,69.8,88.17,78.9
".D. Green, .J. Embiid, .G. Niang, .F. Korkmaz, .T. Maxey",PHI,8,13,130.0,103.1,26.9,69.2,2.25,23.1,10.0,76.9,47.8,0.1,75.0,76.4,113.49,58.4
".D. Green, .T. Harris, .A. Drummond, .G. Niang, .F. Korkmaz",PHI,3,13,133.3,118.5,14.8,46.7,1.4,18.9,37.5,64.3,54.5,0.2,73.9,75.4,98.31,55.1
".D. Howard, .R. Westbrook, .M. Monk, .T. Horton-Tucker, .A. Reaves",LAL,3,13,137.9,116.7,21.3,58.8,5.0,23.3,30.8,53.8,42.3,0.1,60.3,62.3,107.54,58.2
".D. Jordan, .D. Green, .G. Niang, .F. Korkmaz, .S. Milton",PHI,1,13,128.6,110.7,17.9,62.5,5.0,23.3,41.7,90.9,65.2,0.1,66.7,64.6,106.95,56.0
".D. Jordan, .D. Green, .T. Harris, .S. Milton, .T. Maxey",PHI,3,13,146.2,73.1,73.1,53.3,4.0,19.5,46.7,75.0,61.3,0.1,58.3,60.7,96.12,84.5
".D. Jordan, .T. Harris, .F. Korkmaz, .S. Milton, .T. Maxey",PHI,2,13,114.3,112.0,2.3,46.2,1.5,15.0,42.9,69.2,55.6,0.1,51.9,54.0,94.93,55.9
".D. Lillard, .C. McCollum, .J. Nurkic, .N. Powell, .L. Nance Jr.",POR,5,13,100.0,78.6,21.4,75.0,1.5,16.7,14.3,69.2,40.7,0.1,47.5,56.4,106.11,70.5
".D. Lillard, .J. Nurkic, .N. Powell, .L. Nance Jr., .A. Simons",POR,5,13,111.5,111.1,0.4,60.0,2.0,17.1,25.0,60.0,44.4,0.1,52.4,59.1,99.9,55.9
".D. Lillard, .N. Powell, .L. Nance Jr., .A. Simons, .N. Little",POR,6,13,150.0,150.0,0.0,58.3,7.0,18.4,36.4,50.0,43.5,0.0,63.0,73.1,97.46,58.4
".D. Lillard, .T. Snell, .J. Nurkic, .N. Powell, .L. Nance Jr.",POR,1,13,73.1,100.0,-26.9,85.7,1.2,17.6,14.3,83.3,46.2,0.2,42.1,43.0,95.13,28.8
