Lineups,TEAM,MIN,GP,OffRtg,DefRtg,NetRtg
"Rudy Gay, Hassan Whiteside, Bogdan Bogdanovic, Jordan Clarkson, Donovan Mitchell",UTA,23,3,138.0,117.3,20.7
"Russell Westbrook, DeAndre Jordan, Anthony Davis, Kent Bazemore, Malik Monk",LAL,23,3,112.5,98.2,14.3
"Steven Adams, Kyle Anderson, Dillon Brooks, Ja Morant, Desmond Bane",MEM,23,6,122.7,118.8,4.0
"Serge Ibaka, Eric Bledsoe, Amir Coffey, Tre Mann, Brandon Boston Jr.",LAC,23,6,125.0,81.6,43.4
"Tobias Harris, Andre Drummond, Furkan Korkmaz, Matisse Thybulle, Tyrese Maxey",PHI,23,6,83.3,120.8,-37.5
"Tobias Harris, Seth Curry, Joel Embiid, Charlie Brown Jr., Tyrese Maxey",PHI,23,3,95.7,108.3,-12.6
"Terrence Ross, Mo Bamba, Cole Anthony, R.J. Hampton, Franz Wagner",ORL,23,10,104.2,138.3,-34.1
"Trae Young, Doug McDermott, Dejounte Murray, Derrick White, Keon Johnson",SAS,23,9,91.8,82.7,9.1
"Andre Drummond, Georges Niang, Shake Milton, Matisse Thybulle, Tyrese Maxey",PHI,22,5,129.3,74.4,54.8
"Al Horford, Jaylen Brown, Robert Williams III, Romeo Langford, Payton Pritchard",BOS,22,2,91.1,113.3,-22.2
"Andre Iguodala, Stephen Curry, Draymond Green, Andrew Wiggins, Damion Lee",GSW,22,5,106.3,97.8,8.4
"Bismack Biyombo, Devin Booker, Cameron Payne, Landry Shamet, Cameron Johnson",PHX,22,4,100.0,115.6,-15.6
"Buddy Hield, Damian Jones, Chimezie Metu, Terence Davis, Davion Mitchell",SAC,22,6,102.2,65.9,36.3
"Buddy Hield, Goga Bitadze, Oshae Brissett, Tyrese Haliburton, Chris Duarte",IND,22,5,102.0,105.8,-3.7
"Buddy Hield, Goga Bitadze, Oshae Brissett, Tyrese Haliburton, Jalen Smith",IND,22,4,123.9,118.8,5.2
"Brandon Ingram, Josh Hart, Devonte' Graham, Jaxson Hayes, Herbert Jones",NOP,22,8,91.3,115.2,-23.9
"Ben McLemore, Kris Dunn, Reggie Perry, Didi Louzada, Keljin Blevins",POR,22,4,91.5,95.8,-4.3
"Caris LeVert, Jarrett Allen, Darius Garland, Isaac Okoro, Evan Mobley",CLE,22,3,102.1,143.5,-41.4
"CJ McCollum, Willy Hernangomez, Jaxson Hayes, Herbert Jones, Jose Alvarado",NOP,22,6,98.0,114.9,-16.9
"Chris Paul, JaVale McGee, .A. Nader, Landry Shamet, Cameron Johnson",PHX,22,7,106.3,110.2,-4.0
".D. Bembry, Bruce Brown, Jevon Carter, Day'Ron Sharpe, Cam Thomas",BKN,22,6,110.2,87.0,23.2
"Dillon Brooks, Josh Jackson Jr., Brandon Clarke, John Konchar, Desmond Bane",MEM,22,4,143.1,97.9,45.2
"DeMarcus Cousins, Josh Green, Bryn Forbes, Davon Reed, Bones Hyland",DEN,22,3,121.3,120.4,0.9
"DeMar DeRozan, Tristan Thompson, Zach LaVine, Josh Green, Ayo Dosunmu",CHI,22,5,91.8,111.1,-19.3
"Derrick Favors, Kenrich Williams, Ty Jerome, Theo Maledon, Aleksej Pokusevski",OKC,22,4,89.6,95.7,-6.1
"Danilo Gallinari, Bojan Bogdanovic, John Collins, Trae Young, De'Andre Hunter",ATL,22,13,143.5,123.3,20.2
"Danilo Gallinari, Delon Wright, John Collins, Kevin Huerter, Cam Reddish",ATL,22,6,104.2,68.1,36.1
"Damian Lillard, Robert Covington, Norman Powell, Larry Nance Jr., Anfernee Simons",POR,22,7,122.7,126.1,-3.4
"Dejounte Murray, Jakob Poeltl, Bryn Forbes, Keita Bates-Diop, Joshua Primo",SAS,22,3,95.7,102.1,-6.5
"David Nwaba, Armoni Brooks, Kenyon Martin Jr., Josh Christopher, Usman Garuba",HOU,22,4,117.0,79.2,37.9
"Derrick Rose, Alec Burks, Julius Randle, Mitchell Robinson, Immanuel Quickley",NYK,22,8,109.1,84.4,24.6
"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Jarred Vanderbilt, Jalen McDaniels",MIN,22,6,134.7,125.5,9.2
"Frank Jackson, .D. Walton Jr., Hamidou Diallo, Saddiq Bey, Luka Garza",DET,22,2,112.8,113.7,-1.0
"Goran Dragic, Jalen Johnson, Patty Mills, Kyrie Irving, Nic Claxton",BKN,22,4,129.5,120.5,9.1
"Gordon Hayward, Kelly Oubre Jr., Miles Bridges, P.J. Washington, LaMelo Ball",CHA,22,11,114.9,88.9,26.0
"Garrett Temple, Willy Hernangomez, Nickeil Alexander-Walker, Herbert Jones, Jose Alvarado",NOP,22,2,104.5,123.3,-18.7
"Harrison Barnes, Buddy Hield, Damian Jones, De'Aaron Fox, Chimezie Metu",SAC,22,5,75.0,138.8,-63.8
"Harrison Barnes, Domantas Sabonis, De'Aaron Fox, Donte DiVincenzo, Davion Mitchell",SAC,22,6,93.2,127.9,-34.7
"Jimmy Butler, Bam Adebayo, Duncan Robinson, Gabe Vincent, Tyler Herro",MIA,22,5,123.3,95.3,27.9
"Josh Green, Will Barton, Josh Green, .P. Dozier, Facundo Campazzo",DEN,22,5,85.4,114.0,-28.6
"Jaylen Hoard, Isaiah Roby, Vit Krejci, Zavier Simpson, .B. Kalaitzakis",OKC,22,2,123.9,131.1,-7.2
"Jrue Holiday, Wesley Matthews, Giannis Antetokounmpo, Pat Connaughton, Donte DiVincenzo",MIL,22,4,118.4,120.8,-2.5
"Josh Jackson Jr., Killian Tillie, John Konchar, Xavier Tillman, Desmond Bane",MEM,22,4,116.7,111.4,5.3
"JaVale McGee, Torrey Craig, Mikal Bridges, Aaron Holiday, Landry Shamet",PHX,22,6,119.0,113.3,5.7
"Kentavious Caldwell-Pope, Raul Neto, Kyle Kuzma, Deni Avdija, Corey Kispert",WAS,22,5,148.1,113.7,34.4
"Kentavious Caldwell-Pope, Raul Neto, Kyle Kuzma, Thomas Bryant, Deni Avdija",WAS,22,7,120.4,104.3,16.2
"Kentavious Caldwell-Pope, Spencer Dinwiddie, Montrezl Harrell, Kyle Kuzma, Corey Kispert",WAS,22,5,135.6,120.0,15.6
"Kevin Durant, Goran Dragic, Patty Mills, Andre Drummond, Bruce Brown",BKN,22,3,120.5,114.0,6.5
"Kevin Durant, James Harden, Patty Mills, Nic Claxton, David Duke Jr.",BKN,22,2,116.3,102.0,14.3
"Kevin Love, Ricky Rubio, Cedi Osman, Jarrett Allen, Isaac Okoro",CLE,22,9,100.0,82.4,17.6
"Kelly Olynyk, Rodney McGruder, Marvin Bagley III, Killian Hayes, Cade Cunningham",DET,22,5,132.7,78.7,53.9
"LaMarcus Aldridge, James Harden, Patty Mills, Kyrie Irving, Kessler Edwards",BKN,22,4,106.7,97.8,8.8
"LaMarcus Aldridge, Kevin Durant, Jalen Johnson, Patty Mills, Cam Thomas",BKN,22,6,123.5,108.7,14.8
"LaMarcus Aldridge, Patty Millsap, Patty Mills, .D. Bembry, Jevon Carter",BKN,22,5,86.0,93.2,-7.1
"LeBron James, Carmelo Anthony, Russell Westbrook, Wayne Ellington, Talen Horton-Tucker",LAL,22,6,115.7,110.0,5.7
"LeBron James, .T. Ariza, Russell Westbrook, Avery Bradley, Malik Monk",LAL,22,4,102.0,133.3,-31.3
"Lou Williams, Danilo Gallinari, Clint Capela, Kevin Huerter, Cam Reddish",ATL,22,4,96.0,81.5,14.5
"Malik Beasley, Taurean Prince, Jaylen Nowell, Naz Reid, Jalen McDaniels",MIN,22,5,114.9,106.4,8.5
"Maurice Harkless, Richaun Holmes, Buddy Hield, Tyrese Haliburton, Davion Mitchell",SAC,22,6,95.8,102.1,-6.3
"Marcus Smart, Jaylen Brown, Jayson Tatum, Robert Williams III, Aaron Nesmith",BOS,22,3,102.1,95.6,6.6
"Marcus Smart, Josh Richardson, Jayson Tatum, Robert Williams III, Grant Williams",BOS,22,7,125.0,102.0,23.0
"Myles Turner, Domantas Sabonis, Caris LeVert, Malcolm Brogdon, .K. Martin",IND,22,4,95.6,86.4,9.2
"Nicolas Batum, Paul George, Reggie Jackson, Luke Kennard, Tre Mann",LAC,22,8,110.4,87.2,23.2
"Nemanja Bjelica, Damion Lee, Chris Chiozza, Juan Toscano-Anderson, Jonathan Kuminga",GSW,22,3,109.3,87.2,22.1
"Pascal Siakam, Chris Boucher, Precious Achiuwa, Scottie Barnes, Dalano Banton",TOR,22,4,129.3,100.0,29.3
"P.J. Tucker, Jimmy Butler, Dewayne Dedmon, Max Strus, Tyler Herro",MIA,22,14,127.3,78.0,49.3
"Reggie Bullock, Tim Hardaway Jr., Dwight Powell, Dorian Finney-Smith, Jalen Brunson",DAL,22,10,82.6,95.6,-12.9
"Reggie Bullock, Tim Hardaway Jr., Kristaps Porzingis, Dorian Finney-Smith, Jalen Brunson",DAL,22,5,129.5,117.8,11.8
"Rudy Gobert, Jordan Clarkson, Joe Ingles, Eric Paschall, Jimmy Butler",UTA,22,6,104.2,106.1,-2.0
"Rajon Rondo, Kevin Love, Cedi Osman, Caris LeVert, Evan Mobley",CLE,22,3,97.9,106.5,-8.6
"Stephen Curry, Andrew Wiggins, Kevon Looney, Gary Payton II, Moses Moody",GSW,22,3,137.0,79.2,57.8
"Stephen Curry, Andrew Wiggins, Kevon Looney, Juan Toscano-Anderson, Jordan Poole",GSW,22,8,118.6,137.0,-18.4
"Spencer Dinwiddie, Kyle Kuzma, Aaron Holiday, Daniel Gafford, Corey Kispert",WAS,22,3,88.9,126.2,-37.3
"Serge Ibaka, Eric Bledsoe, Reggie Jackson, Amir Coffey, Tre Mann",LAC,22,4,104.0,110.0,-6.0
"Taj Gibson, Evan Fournier, RJ Barrett, Obi Toppin, Immanuel Quickley",NYK,22,5,107.0,137.8,-30.8
"Taj Gibson, Julius Randle, RJ Barrett, Quentin Grimes, Immanuel Quickley",NYK,22,6,97.7,115.9,-18.2
"Tobias Harris, Andre Drummond, Georges Niang, Tyrese Maxey, Isaiah Joe",PHI,22,4,135.7,95.7,40.1
"Terrence Ross, Gary Harris, Wendell Carter Jr., Chuma Okeke, Jalen Suggs",ORL,22,9,84.8,102.0,-17.2
"Al Horford, Marcus Smart, Jaylen Brown, Jayson Tatum, Derrick White",BOS,21,6,102.2,102.1,0.1
"Al Horford, Marcus Smart, Josh Richardson, Jayson Tatum, Romeo Langford",BOS,21,6,121.4,88.6,32.8
"Austin Rivers, Josh Green, Nikola Jokic, Bryn Forbes, Bones Hyland",DEN,21,12,94.2,81.5,12.7
"Buddy Hield, Malcolm Brogdon, Oshae Brissett, Tyrese Haliburton, Jalen Smith",IND,21,6,131.8,131.1,0.7
"Carmelo Anthony, Russell Westbrook, Avery Bradley, Anthony Davis, Austin Reaves",LAL,21,6,119.6,110.9,8.7
"Carmelo Anthony, .T. Ariza, Russell Westbrook, Talen Horton-Tucker, Austin Reaves",LAL,21,6,97.8,87.0,10.8
"Cory Joseph, Trey Lyles, Josh Jackson, Saddiq Bey, Cade Cunningham",DET,21,4,135.7,129.3,6.4
"Cedi Osman, Lauri Markkanen, Jarrett Allen, Darius Garland, Evan Mobley",CLE,21,8,109.5,117.0,-7.5
"Chris Paul, JaVale McGee, Jae Crowder, Landry Shamet, Cameron Johnson",PHX,21,8,106.8,90.9,15.9
"Christian Wood, Kevin Porter Jr., Armoni Brooks, Garrison Mathews, Kenyon Martin Jr.",HOU,21,5,120.9,91.1,29.8
"DeMar DeRozan, Damian Jones Jr., Alex Caruso, Josh Green, Ayo Dosunmu",CHI,21,7,102.0,91.7,10.4
"Derrick Favors, Shai Gilgeous-Alexander, Darius Bazley, Josh Giddey, Aaron Wiggins",OKC,21,2,80.9,114.9,-34.0
"Danny Green, Seth Curry, Joel Embiid, Georges Niang, Tyrese Maxey",PHI,21,5,123.8,113.3,10.5
"Damian Lillard, .C. Zeller, Robert Covington, Anfernee Simons, Nassir Little",POR,21,9,81.4,120.9,-39.5
"Derrick Rose, Alec Burks, Julius Randle, Obi Toppin, Immanuel Quickley",NYK,21,7,114.3,88.1,26.2
"Eric Bledsoe, Justise Winslow, Luke Kennard, Isaiah Hartenstein, Amir Coffey",LAC,21,5,129.8,97.8,32.0
"Eric Gordon, Daniel Theis, Armoni Brooks, Garrison Mathews, Jae'Sean Tate",HOU,21,3,131.7,102.3,29.4
"Fred VanVleet, OG Anunoby, Chris Boucher, Gary Trent Jr., Precious Achiuwa",TOR,21,11,94.0,104.3,-10.3
"Gary Harris, Wendell Carter Jr., Cole Anthony, Franz Wagner, Jalen Suggs",ORL,21,6,109.1,109.1,0.0
"Gordon Hayward, Mason Plumlee, Kelly Oubre Jr., Terry Rozier, Jalen McDaniels",CHA,21,8,106.8,109.3,-2.5
"George Hill, Giannis Antetokounmpo, Bobby Portis, Pat Connaughton, Grayson Allen",MIL,21,12,119.1,85.4,33.7
"Garrett Temple, Jonas Valanciunas, Devonte' Graham, Nickeil Alexander-Walker, Herbert Jones",NOP,21,7,115.6,111.1,4.4
"Garrett Temple, Willy Hernangomez, Josh Hart, Devonte' Graham, Nickeil Alexander-Walker",NOP,21,5,113.6,131.7,-18.1
"Harrison Barnes, Alex Len, De'Aaron Fox, Terence Davis, Tyrese Haliburton",SAC,21,3,120.4,116.7,3.7
"Harrison Barnes, Buddy Hield, Damian Jones, De'Aaron Fox, Tyrese Haliburton",SAC,21,4,142.1,131.4,10.7
"Harrison Barnes, Jeremy Lamb, Domantas Sabonis, De'Aaron Fox, Davion Mitchell",SAC,21,4,126.1,102.1,24.0
"Harrison Barnes, Richaun Holmes, De'Aaron Fox, Chimezie Metu, Davion Mitchell",SAC,21,8,69.4,97.9,-28.5
"Ish Smith, Thomas Bryant, Rui Hachimura, Deni Avdija, Corey Kispert",WAS,21,6,111.1,119.6,-8.5
"Jerami Grant, Josh Jackson, Killian Hayes, Saddiq Bey, Isaiah Stewart",DET,21,3,64.3,121.4,-57.1
"Josh Green, Davon Reed, Zeke Nnaji, Facundo Campazzo, Bones Hyland",DEN,21,4,64.3,106.8,-42.5
"Justin Holiday, Myles Turner, Caris LeVert, Oshae Brissett, Chris Duarte",IND,21,3,134.1,112.2,22.0
"Josh Jackson Jr., Brandon Clarke, John Konchar, Desmond Bane, Ziaire Williams",MEM,21,4,119.6,104.1,15.5
"Jonas Valanciunas, Brandon Ingram, Josh Hart, Nickeil Alexander-Walker, Herbert Jones",NOP,21,6,102.3,100.0,2.3
"Kentavious Caldwell-Pope, Spencer Dinwiddie, Montrezl Harrell, Aaron Holiday, Deni Avdija",WAS,21,6,81.0,100.0,-19.0
"Kevin Durant, Goran Dragic, Seth Curry, Bruce Brown, Nic Claxton",BKN,21,4,113.3,120.0,-6.7
"Kevin Love, Cedi Osman, Brandon Goodwin, Lamar Stevens, Evan Mobley",CLE,21,7,97.6,153.7,-56.1
"Kelly Olynyk, Trey Lyles, Frank Jackson, Hamidou Diallo, Killian Hayes",DET,21,2,128.9,143.5,-14.6
"Kevin Porter Jr., Josh Green, Jae'Sean Tate, Josh Christopher, Alperen Sengun",HOU,21,5,110.0,106.3,3.8
"Kemba Walker, Evan Fournier, Julius Randle, RJ Barrett, Obi Toppin",NYK,21,5,108.9,111.4,-2.5
"LeBron James, .T. Ariza, Russell Westbrook, Anthony Davis, Malik Monk",LAL,21,2,97.8,146.9,-49.1
"Malik Beasley, Jordan McLaughlin, Naz Reid, Anthony Edwards, Jalen McDaniels",MIN,21,6,117.8,112.5,5.3
"Monte Morris Sr., Luke Kennard, Isaiah Hartenstein, Amir Coffey, Tre Mann",LAC,21,10,97.9,97.8,0.1
"Nicolas Batum, Paul George, Reggie Jackson, Ivica Zubac, Luke Kennard",LAC,21,8,115.2,81.8,33.4
"Nikola Vucevic, Zach LaVine, Alex Caruso, Lonzo Ball, Josh Green",CHI,21,10,81.8,140.9,-59.1
"Nikola Vucevic, Zach LaVine, Damian Jones Jr., Coby White, Ayo Dosunmu",CHI,21,9,113.0,104.5,8.5
"Patrick Beverley, D'Angelo Russell, Jarred Vanderbilt, Naz Reid, Anthony Edwards",MIN,21,6,109.5,102.3,7.3
"Pascal Siakam, OG Anunoby, Chris Boucher, Gary Trent Jr., Precious Achiuwa",TOR,21,5,100.0,109.3,-9.3
"Rudy Gay, Mike Conley, Rudy Gobert, Jordan Clarkson, Trent Forrest",UTA,21,3,100.0,109.3,-9.3
"Rudy Gay, Rudy Gobert, Jordan Clarkson, Royce O'Neale, Donovan Mitchell",UTA,21,9,102.2,91.7,10.6
"Steven Adams, Josh Jackson Jr., De'Anthony Melton, Ja Morant, Ziaire Williams",MEM,21,10,96.0,124.0,-28.0
"Steven Adams, Tyus Jones, Josh Jackson Jr., De'Anthony Melton, Desmond Bane",MEM,21,7,106.5,93.6,12.9
"Shai Gilgeous-Alexander, Darius Bazley, Isaiah Roby, Lindy Waters III, Aaron Wiggins",OKC,21,2,115.9,146.5,-30.6
"Serge Ibaka, Paul George, Reggie Jackson, Luke Kennard, Tre Mann",LAC,21,7,120.0,88.4,31.6
"Taj Gibson, Alec Burks, Evan Fournier, Julius Randle, Quentin Grimes",NYK,21,7,81.8,80.0,1.8
"Terrence Ross, Mo Bamba, Wendell Carter Jr., Cole Anthony, Jalen Suggs",ORL,21,7,84.8,111.1,-26.3
"Terrence Ross, Moritz Wagner, R.J. Hampton, Franz Wagner, Jalen Suggs",ORL,21,3,128.9,93.6,35.3
"Trae Young, Fred VanVleet, Chris Boucher, Precious Achiuwa, Scottie Barnes",TOR,21,7,84.1,85.4,-1.3
"Al Horford, Jayson Tatum, Derrick White, Daniel Theis, Payton Pritchard",BOS,20,5,123.1,78.4,44.7
"Andrew Wiggins, Gary Payton II, Damion Lee, Jordan Poole, Jonathan Kuminga",GSW,20,5,110.5,100.0,10.5
"Bradley Beal, Kentavious Caldwell-Pope, Montrezl Harrell, Kyle Kuzma, Corey Kispert",WAS,20,6,122.5,107.1,15.4
"Bradley Beal, Kentavious Caldwell-Pope, Spencer Dinwiddie, Montrezl Harrell, Deni Avdija",WAS,20,5,114.3,88.1,26.2
"Bradley Beal, Thomas Bryant, Rui Hachimura, Deni Avdija, Corey Kispert",WAS,20,4,109.1,127.5,-18.4
"Bojan Bogdanovic, Kevin Huerter, Trae Young, De'Andre Hunter, Onyeka Okongwu",ATL,20,10,127.7,104.7,23.0
"Carmelo Anthony, Russell Westbrook, DeAndre Jordan, Malik Monk, Austin Reaves",LAL,20,4,91.1,88.9,2.2
"Cory Joseph, Killian Hayes, Saddiq Bey, Isaiah Stewart, Cade Cunningham",DET,20,8,114.6,85.0,29.6
"Chris Paul, Cameron Payne, Mikal Bridges, Deandre Ayton, Cameron Johnson",PHX,20,6,68.2,139.1,-70.9
"D.J. Augustin, Danuel House Jr., Armoni Brooks, Kenyon Martin Jr., Alperen Sengun",HOU,20,4,125.0,128.2,-3.2
"DeMar DeRozan, Tristan Thompson, Alex Caruso, Coby White, Josh Green",CHI,20,6,100.0,90.5,9.5
"Drew Eubanks, CJ Elleby, Brandon Williams, Keon Johnson, Trendon Watford",POR,20,3,75.6,133.3,-57.7
"Danilo Gallinari, Delon Wright, John Collins, Kevin Huerter, Trae Young",ATL,20,7,118.4,78.7,39.6
"Draymond Green, Andrew Wiggins, Kevon Looney, Gary Payton II, Jordan Poole",GSW,20,6,115.0,88.1,26.9
"Derrick Rose, Alec Burks, Nerlens Noel, Julius Randle, Immanuel Quickley",NYK,20,7,117.1,105.1,11.9
"D'Angelo Russell, Jarred Vanderbilt, Naz Reid, Anthony Edwards, Jalen McDaniels",MIN,20,9,118.2,95.6,22.6
"Eric Bledsoe, Justise Winslow, Luke Kennard, Isaiah Hartenstein, Tre Mann",LAC,20,10,107.3,120.0,-12.7
".F. Kaminsky, Devin Booker, Cameron Payne, Mikal Bridges, Cameron Johnson",PHX,20,5,104.4,102.2,2.2
"Gorgui Dieng, .S. Hill, Delon Wright, Kevin Huerter, Cam Reddish",ATL,20,2,80.5,66.7,13.8
"Hassan Whiteside, Jordan Clarkson, Danuel House Jr., Donovan Mitchell, Trent Forrest",UTA,20,7,134.1,115.4,18.7
"Jarrett Allen, Brandon Goodwin, Dean Wade, Isaac Okoro, Evan Mobley",CLE,20,2,97.5,118.4,-20.9
"Jerami Grant, Trey Lyles, Killian Hayes, Saddiq Bey, Cade Cunningham",DET,20,4,129.5,111.6,17.9
"Josh Green, DeMarcus Cousins, Will Barton, Aaron Gordon, Monte Morris",DEN,20,2,117.1,104.8,12.3
"Julius Randle, Mitchell Robinson, RJ Barrett, Quentin Grimes, Immanuel Quickley",NYK,20,10,104.7,65.1,39.5
"Kevin Durant, Blake Griffin, James Harden, Joe Harris, Nic Claxton",BKN,20,2,83.3,132.6,-49.2
"Kevin Love, Cedi Osman, Brandon Goodwin, Dean Wade, Evan Mobley",CLE,20,3,133.3,112.8,20.5
"Kevin Love, Cedi Osman, Lauri Markkanen, Brandon Goodwin, Evan Mobley",CLE,20,7,123.3,108.9,14.4
"Kevin Love, Cedi Osman, Lauri Markkanen, Darius Garland, Evan Mobley",CLE,20,7,95.8,102.4,-6.6
"Kyle Lowry, Dewayne Dedmon, Cody Martin, Duncan Robinson, Tyler Herro",MIA,20,7,70.2,91.3,-21.1
"Kelly Olynyk, Jerami Grant, Killian Hayes, Saddiq Bey, Cade Cunningham",DET,20,7,100.0,88.4,11.6
"Karl-Anthony Towns, Malik Beasley, Taurean Prince, Jordan McLaughlin, Jalen McDaniels",MIN,20,11,108.3,136.0,-27.7
"LeBron James, Carmelo Anthony, Russell Westbrook, Malik Monk, Talen Horton-Tucker",LAL,20,7,117.1,102.5,14.6
"Lauri Markkanen, Jarrett Allen, Isaac Okoro, Evan Mobley, .K. Pangos",CLE,20,2,133.3,141.5,-8.1
"Lou Williams, Danilo Gallinari, Gorgui Dieng, Kevin Huerter, Cam Reddish",ATL,20,5,95.1,102.2,-7.1
".M. Diakite, Darius Bazley, Luguentz Dort, Tre Mann, Josh Giddey",OKC,20,4,59.1,76.2,-17.1
"Nicolas Batum, Paul George, Eric Bledsoe, Ivica Zubac, Luke Kennard",LAC,20,7,74.4,115.6,-41.1
"Nemanja Bjelica, Klay Thompson, Andrew Wiggins, Jordan Poole, Jonathan Kuminga",GSW,20,4,128.2,121.6,6.6
"Nikola Vucevic, Zach LaVine, Troy Brown Jr., Coby White, Josh Green",CHI,20,8,126.2,107.1,19.0
"Pascal Siakam, Fred VanVleet, OG Anunoby, Chris Boucher, Gary Trent Jr.",TOR,20,6,126.2,80.4,45.8
".P. Watson, Shai Gilgeous-Alexander, Luguentz Dort, Isaiah Roby, Aaron Wiggins",OKC,20,2,113.6,109.1,4.5
"Reggie Bullock, Tim Hardaway Jr., Kristaps Porzingis, Luka Doncic, Josh Green",DAL,20,4,88.6,72.3,16.3
"Robert Covington, Jusuf Nurkic, Norman Powell, .D. Smith Jr., Nassir Little",POR,20,3,83.7,115.9,-32.2
"Richaun Holmes, Buddy Hield, Marvin Bagley III, Tyrese Haliburton, Davion Mitchell",SAC,20,7,100.0,88.4,11.6
"Robin Lopez, Terrence Ross, Gary Harris, Chuma Okeke, Cole Anthony",ORL,20,6,113.6,114.6,-1.0
"Steven Adams, Kyle Anderson, De'Anthony Melton, Ja Morant, John Konchar",MEM,20,8,141.9,104.9,37.0
"Stephen Curry, Nemanja Bjelica, Otto Porter Jr., Damion Lee, Juan Toscano-Anderson",GSW,20,6,109.5,71.4,38.1
"Trey Burke, Marquese Chriss, Frank Ntilikina, Theo Pinson, Josh Green",DAL,20,4,76.2,116.7,-40.5
"Tim Hardaway Jr., Kristaps Porzingis, Dorian Finney-Smith, Maxi Kleber, Luka Doncic",DAL,20,4,112.8,97.4,15.5
"Tim Hardaway Jr., Kristaps Porzingis, .W. Cauley-Stein, Dorian Finney-Smith, Luka Doncic",DAL,20,2,110.0,120.5,-10.5
"Tobias Harris, Seth Curry, Joel Embiid, Georges Niang, Furkan Korkmaz",PHI,20,10,123.3,102.4,20.8
"Tobias Harris, Seth Curry, Joel Embiid, Shake Milton, Matisse Thybulle",PHI,20,6,160.5,112.5,48.0
"Theo Maledon, Vit Krejci, Lindy Waters III, Tre Mann, .O. Sarr",OKC,20,6,82.9,148.8,-65.9
"T.J. McConnell, Domantas Sabonis, Torrey Craig, .K. Martin, Chris Duarte",IND,20,6,90.2,136.8,-46.6
"Terrence Ross, Mo Bamba, Chuma Okeke, R.J. Hampton, Jalen Suggs",ORL,20,8,86.7,136.2,-49.5
"Tristan Thompson, Buddy Hield, De'Aaron Fox, Marvin Bagley III, Davion Mitchell",SAC,20,8,95.7,140.5,-44.7
"Trae Young, Pascal Siakam, Gary Trent Jr., Precious Achiuwa, Scottie Barnes",TOR,20,6,83.7,85.0,-1.3
"Willy Hernangomez, Brandon Ingram, Nickeil Alexander-Walker, Kira Lewis Jr., Herbert Jones",NOP,20,5,104.9,93.0,11.9
"Andre Drummond, Seth Curry, Georges Niang, Furkan Korkmaz, Tyrese Maxey",PHI,19,11,93.2,88.1,5.1
"Andre Iguodala, Nemanja Bjelica, Otto Porter Jr., Gary Payton II, Jordan Poole",GSW,19,6,87.2,114.3,-27.1
"Bradley Beal, Kentavious Caldwell-Pope, Kyle Kuzma, Daniel Gafford, Corey Kispert",WAS,19,7,102.4,116.3,-13.8
"Bradley Beal, Kentavious Caldwell-Pope, Raul Neto, Montrezl Harrell, Deni Avdija",WAS,19,10,100.0,102.5,-2.5
"Bogdan Bogdanovic, Jordan Clarkson, Royce O'Neale, Eric Paschall, Trent Forrest",UTA,19,5,107.1,107.1,0.0
"Blake Griffin, Patty Mills, Kyrie Irving, Bruce Brown, Kessler Edwards",BKN,19,4,75.0,132.5,-57.5
"Ben McLemore, Robert Covington, Larry Nance Jr., Anfernee Simons, Nassir Little",POR,19,4,78.4,86.8,-8.5
"Carmelo Anthony, Russell Westbrook, Wayne Ellington, Anthony Davis, Talen Horton-Tucker",LAL,19,5,123.8,90.2,33.6
"Clint Capela, Delon Wright, Timothe Luwawu-Cabarrot, Kevin Huerter, Trae Young",ATL,19,2,126.2,120.9,5.3
"Clint Capela, Trae Young, Cam Reddish, Skylar Mays, Charlie Brown Jr.",ATL,19,2,95.5,139.5,-44.1
"Cory Joseph, Jerami Grant, Frank Jackson, Isaiah Stewart, Cade Cunningham",DET,19,5,115.8,89.7,26.0
"Cory Joseph, Jerami Grant, Saddiq Bey, Luka Garza, Cade Cunningham",DET,19,2,107.9,140.5,-32.6
"CJ McCollum, Tony Snell, Jusuf Nurkic, Norman Powell, Anfernee Simons",POR,19,3,110.3,137.8,-27.6
"D.J. Augustin, David Nwaba, Kenyon Martin Jr., Josh Christopher, Alperen Sengun",HOU,19,5,132.4,128.6,3.9
"Davis Bertans, Raul Neto, Spencer Dinwiddie, Montrezl Harrell, Deni Avdija",WAS,19,6,123.8,100.0,23.8
"DeMar DeRozan, Damian Jones Jr., Alex Caruso, Tony Bradley, Ayo Dosunmu",CHI,19,6,119.0,97.6,21.5
"DeMar DeRozan, Nikola Vucevic, Damian Jones Jr., Coby White, Ayo Dosunmu",CHI,19,7,141.0,123.1,17.9
"Derrick Rose, Taj Gibson, Evan Fournier, Julius Randle, RJ Barrett",NYK,19,10,131.0,64.9,66.1
"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Jalen McDaniels",MIN,19,11,129.3,97.6,31.6
"D'Angelo Russell, Karl-Anthony Towns, Taurean Prince, Josh Okogie, Anthony Edwards",MIN,19,3,117.9,91.9,26.1
"Eric Bledsoe, Reggie Jackson, Justise Winslow, Isaiah Hartenstein, Brandon Boston Jr.",LAC,19,4,123.1,71.8,51.3
"Gordon Hayward, Kelly Oubre Jr., Terry Rozier, Miles Bridges, Jalen McDaniels",CHA,19,6,114.3,102.4,11.8
